route_id,route_short_name,route_long_name,scheduled_trips_geometry,directions_geometry,unique_shapes,avg_shape_path_km,median_shape_path_km,max_shape_path_km,avg_straight_line_km,avg_directness_ratio,unique_stops,total_stop_visits,avg_stops_per_trip,stops_per_km,scheduled_trips_speed,directions_speed,avg_trip_distance_km,median_trip_distance_km,avg_duration_min,median_duration_min,p10_duration_min,p90_duration_min,avg_scheduled_speed_kmh,median_scheduled_speed_kmh,p10_scheduled_speed_kmh,p90_scheduled_speed_kmh,min_scheduled_speed_kmh,max_scheduled_speed_kmh,avg_stop_count,duration_spread_min,speed_spread_kmh,share_trips_under_15_kmh,scheduled_trips,directions,first_departure_seconds,last_departure_seconds,last_arrival_seconds,departure_span_hours,full_service_span_hours,avg_headway_min,median_headway_min,p90_headway_min,max_headway_min,headway_observations,min_direction_trips,max_direction_trips,directional_balance_ratio,first_departure,last_departure,trips_early_morning,trips_am_peak,trips_midday,trips_pm_peak,trips_evening,trips_late_night,trips_other,trips_unknown,median_headway_early_morning_min,median_headway_am_peak_min,median_headway_midday_min,median_headway_pm_peak_min,median_headway_evening_min,median_headway_late_night_min,all_day_service_flag,loop_or_circulator_flag,directness_ratio_for_scoring,speed_score,headway_score,trip_volume_score,frequency_score,service_span_score,directness_score,stop_spacing_efficiency_score,directional_balance_score,all_day_service_score,final_efficiency_score,efficiency_rank,score_band,service_importance_score,improvement_need_score,advocacy_priority_score,advocacy_priority_rank
43,43,Matheson,18.0,2.0,2.0,24.192,24.192,24.224,16.039,0.663,136,1224,68.0,5.622,18,2,24.19,24.19,59.94,60.5,56.8,63.3,24.27,23.99,22.9,25.62,22.3,26.92,68.0,6.5,2.71,0.0,18,2,17400,71160,74640,14.93,15.9,40.38,40.0,42.0,42.0,16.0,9,9,1.0,04:50,19:46,2,5,3,6,2,0,0,0,40.0,40.0,40.0,40.0,41.0,,1,0,0.663,81.81818181818183,15.166666666666671,16.666666666666664,15.616666666666667,31.818181818181817,62.903225806451616,47.96969696969697,81.06060606060606,100,51.47,34,low,16.666666666666664,48.53,35.78,62
48,48,Erin Mills,87.0,2.0,2.0,14.855,14.858,15.151,8.569,0.577,58,2567,29.506,3.904,87,2,14.85,14.57,44.59,47.0,37.0,49.0,20.23,19.34,18.04,24.18,17.84,25.97,29.51,12.0,6.14,0.0,87,2,15300,91800,93900,21.25,21.83,29.47,28.0,43.0,45.0,85.0,43,44,0.98,04:15,25:30,7,16,27,18,9,10,0,0,45.0,22.0,28.0,24.0,38.0,45.0,1,0,0.577,38.63636363636363,33.5,51.515151515151516,38.904545454545456,75.75757575757575,47.58064516129033,75.24242424242425,48.484848484848484,100,50.26,35,low,51.515151515151516,49.74,50.45,38
53,53,Kennedy,83.0,2.0,2.0,13.836,13.836,13.873,10.409,0.752,80,3403,41.0,5.782,83,2,13.84,13.8,43.13,43.0,37.0,50.8,19.52,19.25,16.3,22.47,16.23,25.22,41.0,13.8,6.17,0.0,83,2,17940,87720,89700,19.38,19.93,27.91,22.0,44.0,50.0,81.0,41,42,0.98,04:59,24:22,6,16,24,23,7,7,0,0,18.5,22.0,34.0,20.0,48.0,44.0,1,0,0.752,28.78787878787879,54.333333333333336,50.0,53.03333333333333,46.96969696969697,82.25806451612904,41.90909090909091,48.484848484848484,100,48.88,36,low,50.0,51.12,50.67,37
22,22,Finch,88.0,2.0,2.0,5.542,5.542,5.789,3.438,0.622,30,1408,16.0,5.413,88,2,5.54,5.54,18.3,18.0,14.0,23.0,18.72,18.28,15.1,22.7,14.47,26.48,16.0,9.0,7.59,0.09,88,2,15660,91500,92460,21.07,21.33,29.12,26.0,44.0,44.0,86.0,44,44,1.0,04:21,25:25,6,15,29,18,10,10,0,0,41.0,24.0,25.0,27.0,44.0,43.5,1,0,0.622,18.181818181818183,38.5,53.03030303030303,42.85909090909091,65.9090909090909,59.67741935483871,54.03030303030303,81.06060606060606,100,47.61,37,low,53.03030303030303,52.39,52.65,25
14,14,Lorne Park,54.0,2.0,3.0,11.056,9.122,17.62,6.006,0.591,88,2094,38.778,7.96,54,2,11.06,9.12,25.65,22.0,19.0,40.0,25.88,25.92,22.81,29.93,21.05,31.09,38.78,21.0,7.12,0.0,54,2,17040,85200,86280,18.93,19.23,43.1,43.5,58.0,64.0,52.0,27,27,1.0,04:44,23:40,6,10,16,11,7,4,0,0,36.5,32.5,57.0,40.0,53.0,53.0,1,0,0.591,84.84848484848484,9.333333333333343,35.60606060606061,17.215151515151522,36.36363636363637,52.41935483870967,2.5151515151515156,81.06060606060606,100,47.19,38,low,35.60606060606061,52.81,45.93,49
73,73,Kamato,34.0,2.0,2.0,5.497,5.497,6.625,2.462,0.468,33,578,17.0,6.003,34,2,5.5,5.5,11.94,11.5,8.0,15.7,27.96,27.45,24.13,32.77,23.38,33.13,17.0,7.7,8.63,0.0,34,2,20700,69000,69540,13.42,13.57,31.7,31.5,39.1,43.0,30.0,17,17,1.0,05:45,19:10,2,12,4,15,1,0,0,0,,29.0,31.5,34.0,36.0,,1,0,0.468,90.9090909090909,26.0,25.0,25.7,22.727272727272727,21.774193548387096,31.303030303030297,81.06060606060606,100,47.06,39,low,25.0,52.94,41.76,53
31,31,Ogden,100.0,2.0,2.0,7.963,7.963,7.978,3.334,0.419,45,2350,23.5,5.651,100,2,7.96,7.96,23.78,24.0,21.0,26.0,20.23,19.95,18.34,22.79,17.66,25.19,23.5,5.0,4.46,0.0,100,2,14400,93120,94320,21.87,22.2,26.65,30.0,31.3,35.0,98.0,50,50,1.0,04:00,25:52,9,15,24,24,12,16,0,0,30.0,26.0,30.0,20.5,30.0,30.0,1,0,0.419,38.63636363636363,29.33333333333333,62.121212121212125,39.169696969696965,78.78787878787878,11.29032258064516,46.45454545454546,81.06060606060606,100,45.71,40,low,62.121212121212125,54.29,57.42,8
49,49,McDowell,52.0,2.0,4.0,6.439,6.333,7.736,3.829,0.614,49,978,18.808,7.61,52,2,6.44,6.33,16.67,16.0,12.0,23.0,23.8,24.25,20.18,27.05,18.14,28.66,18.81,11.0,6.87,0.0,52,2,21300,72000,73140,14.08,14.4,33.12,40.5,48.0,48.0,50.0,26,26,1.0,05:55,20:00,1,17,16,14,4,0,0,0,,15.5,46.0,36.0,38.5,,1,0,0.614,77.27272727272727,12.666666666666671,33.33333333333333,18.866666666666667,25.757575757575758,56.451612903225815,5.545454545454547,81.06060606060606,100,45.03,41,low,33.33333333333333,54.97,46.32,48
68,68,Terry Fox,34.0,2.0,2.0,10.274,10.274,10.558,5.369,0.523,56,969,28.5,5.451,34,2,10.27,10.27,28.71,29.0,24.0,33.0,21.77,21.41,18.87,25.74,18.63,27.54,28.5,9.0,6.86,0.0,34,2,18600,91080,92460,20.13,20.52,74.03,75.0,75.9,77.0,32.0,17,17,1.0,05:10,25:18,2,5,10,6,5,6,0,0,,70.0,75.0,75.0,74.0,75.0,1,0,0.523,57.57575757575758,1.0,25.0,8.2,54.54545454545454,35.483870967741936,52.515151515151516,81.06060606060606,100,43.31,42,low,25.0,56.69,44.01,51
15,15,Drew,65.0,2.0,3.0,11.519,11.445,12.433,6.402,0.557,77,2487,38.262,6.685,65,2,11.52,11.45,31.62,32.0,27.0,37.6,22.03,21.94,18.95,25.72,18.19,29.84,38.26,10.6,6.77,0.0,65,2,18360,88800,90300,19.57,19.98,36.57,32.0,39.6,230.0,63.0,32,33,0.97,05:06,24:40,6,11,12,15,12,9,0,0,20.0,34.0,30.0,32.0,26.0,35.0,1,0,0.557,62.121212121212125,24.33333333333333,42.42424242424242,29.760606060606055,48.484848484848484,43.54838709677419,17.666666666666657,37.121212121212125,100,42.25,43,low,42.42424242424242,57.75,51.62,32
74,74,Explorer,33.0,2.0,2.0,7.395,7.413,7.998,4.135,0.563,42,709,21.485,5.68,33,2,7.39,6.83,16.39,17.0,14.0,19.0,27.36,26.66,25.26,31.06,22.76,37.24,21.48,5.0,5.8,0.0,33,2,18480,74520,75300,15.57,15.78,45.0,45.0,47.0,50.0,29.0,16,17,0.94,05:08,20:42,3,8,6,11,5,0,0,0,40.0,45.0,46.0,46.0,45.0,,1,0,0.563,87.87878787878788,4.333333333333329,22.727272727272727,9.851515151515148,30.303030303030305,45.16129032258064,43.42424242424242,21.21212121212121,100,42.22,44,low,22.727272727272727,57.78,43.76,52
36,36,Ridgeway,66.0,2.0,2.0,12.262,12.262,12.987,2.235,0.183,75,2541,38.5,6.116,66,2,12.26,12.26,33.24,35.0,27.0,37.0,22.42,21.65,19.23,26.62,18.71,29.97,38.5,10.0,7.4,0.0,66,2,20460,94500,96060,20.57,21.0,38.09,41.0,44.0,46.0,64.0,33,33,1.0,05:41,26:15,2,9,19,13,8,15,0,0,,40.0,44.0,44.0,41.0,34.0,1,0,0.183,68.18181818181817,11.0,43.93939393939394,20.881818181818183,56.060606060606055,1.6129032258064515,28.272727272727266,81.06060606060606,100,41.85,45,low,43.93939393939394,58.15,52.47,27
314,314,Rick Hansen SS,2.0,2.0,2.0,5.693,5.693,5.831,1.282,0.226,30,30,15.0,5.27,2,2,5.69,5.69,15.5,15.5,15.1,15.9,22.04,22.04,21.9,22.18,21.87,22.22,15.0,0.8,0.28,0.0,2,2,29220,55260,56220,7.23,7.5,,,,,,1,1,1.0,08:07,15:21,0,1,0,1,0,0,0,0,,,,,,,0,0,0.226,63.63636363636363,50.0,6.8181818181818175,37.04545454545455,8.333333333333332,3.225806451612903,60.090909090909086,81.06060606060606,0,41.02,46,low,6.8181818181818175,58.98,38.12,58
29,29,Park Royal,68.0,2.0,3.0,14.709,13.437,16.789,5.18,0.36,96,3246,47.735,6.527,68,2,14.71,13.44,41.34,41.0,31.0,51.0,22.17,20.56,19.2,26.01,18.65,40.85,47.74,20.0,6.81,0.0,68,2,15480,91020,93300,20.98,21.62,38.11,38.0,50.0,51.0,66.0,33,35,0.94,04:18,25:17,8,11,20,12,9,8,0,0,27.5,36.0,38.0,40.0,50.0,50.5,1,0,0.36,65.15151515151516,17.666666666666657,45.45454545454545,26.003030303030293,70.45454545454545,6.451612903225806,22.212121212121218,21.21212121212121,100,38.67,47,very low,45.45454545454545,61.33,54.98,18
306,306,Streetsville SS,1.0,1.0,1.0,7.674,7.674,7.674,3.867,0.504,28,28,28.0,3.649,1,1,7.67,7.67,23.0,23.0,23.0,23.0,20.02,20.02,20.02,20.02,20.02,20.02,28.0,0.0,0.0,0.0,1,1,52740,52740,54120,0.0,0.38,,,,,,1,1,1.0,14:39,14:39,0,0,1,0,0,0,0,0,,,,,,,0,0,0.504,34.84848484848485,50.0,2.272727272727273,35.68181818181818,3.0303030303030303,30.64516129032258,78.27272727272728,81.06060606060606,0,38.62,48,very low,2.272727272727273,61.38,37.74,59
38,38,Creditview,77.0,2.0,4.0,25.376,23.07,25.781,10.662,0.423,147,5807,75.416,5.793,77,2,25.38,25.68,76.17,80.0,58.2,89.0,20.58,19.26,17.35,26.54,16.63,31.45,75.42,30.8,9.19,0.0,77,2,16200,88800,91920,20.17,21.03,31.44,30.0,42.0,50.0,75.0,38,39,0.97,04:30,24:40,7,13,23,16,10,8,0,0,24.0,28.0,35.0,30.0,32.0,46.0,1,0,0.423,45.45454545454545,29.33333333333333,48.484848484848484,35.07878787878787,57.57575757575758,12.903225806451612,40.39393939393939,37.121212121212125,100,38.46,49,very low,48.484848484848484,61.54,56.32,15
28,28,Confederation,129.0,2.0,5.0,6.976,6.984,8.527,3.811,0.552,54,3398,26.341,7.741,129,2,6.98,6.98,24.38,24.0,18.0,32.0,17.67,16.62,14.97,22.49,13.83,25.49,26.34,14.0,7.52,0.12,129,2,17700,87600,88500,19.42,19.67,18.19,19.0,22.4,28.0,127.0,64,65,0.98,04:55,24:20,9,25,38,27,18,12,0,0,15.0,15.0,20.0,18.0,20.0,24.0,1,0,0.552,10.606060606060606,66.0,78.03030303030303,69.60909090909091,42.42424242424242,41.935483870967744,4.030303030303031,48.484848484848484,100,37.96,50,very low,78.03030303030303,62.04,68.44,1
302,302,Philip Pocock SS,2.0,1.0,1.0,9.599,9.599,9.599,3.692,0.385,33,66,33.0,3.438,2,1,9.6,9.6,38.0,38.0,38.0,38.0,15.16,15.16,15.16,15.16,15.16,15.16,33.0,0.0,0.0,0.0,2,1,51300,51720,54000,0.12,0.75,7.0,7.0,7.0,7.0,1.0,2,2,1.0,14:15,14:22,0,0,2,0,0,0,0,0,,,7.0,,,,0,0,0.385,4.545454545454546,97.66666666666667,6.8181818181818175,70.4121212121212,4.545454545454546,9.67741935483871,81.30303030303031,81.06060606060606,0,37.11,51,very low,6.8181818181818175,62.89,40.46,56
90,90,Terragar-Copenhagen Loop,63.0,2.0,4.0,7.316,7.292,7.853,0.02,0.003,63,1471,23.349,8.611,63,2,7.32,7.85,20.48,20.0,17.0,25.0,21.75,21.74,18.85,26.18,18.12,26.39,23.35,8.0,7.33,0.0,63,2,16500,84780,85860,18.97,19.27,36.08,30.0,50.0,54.0,61.0,30,33,0.91,04:35,23:33,6,11,17,16,8,5,0,0,25.0,30.0,50.0,30.0,37.5,46.0,1,1,,56.060606060606055,29.33333333333333,40.909090909090914,32.8060606060606,37.878787878787875,50.0,1.0,13.636363636363635,100,36.86,52,very low,40.909090909090914,63.14,54.25,20
307,307,Philip Pocock SS,2.0,2.0,2.0,10.035,10.035,10.079,7.198,0.717,67,67,33.5,6.677,2,2,10.03,10.03,32.0,32.0,32.0,32.0,18.82,18.82,18.75,18.88,18.73,18.9,33.5,0.0,0.13,0.0,2,2,25920,51720,53640,7.17,7.7,,,,,,1,1,1.0,07:12,14:22,0,1,1,0,0,0,0,0,,,,,,,0,0,0.717,19.696969696969695,50.0,6.8181818181818175,37.04545454545455,10.606060606060606,72.58064516129032,19.181818181818173,81.06060606060606,0,36.69,53,very low,6.8181818181818175,63.31,40.71,55
24,24,Northwest,36.0,2.0,2.0,15.913,15.927,16.17,7.566,0.476,90,1675,46.528,5.656,36,2,15.91,15.68,42.31,43.0,39.0,45.0,22.64,22.05,21.39,24.76,21.09,26.14,46.53,6.0,3.38,0.0,36,2,16800,65880,68340,13.63,14.32,39.94,35.0,37.0,213.0,33.0,17,19,0.89,04:40,18:18,4,10,10,12,0,0,0,0,34.0,35.0,35.0,36.0,,,0,0,0.476,71.21212121212122,20.16666666666667,27.27272727272727,22.298484848484847,24.242424242424242,24.193548387096776,44.939393939393945,10.606060606060606,0,36.2,54,very low,27.27272727272727,63.8,49.19,42
10,10,Bristol,102.0,2.0,3.0,20.427,20.444,20.595,9.056,0.443,142,7262,71.196,6.952,102,2,20.43,20.52,62.78,63.5,53.1,70.9,19.78,19.17,17.4,22.88,16.48,27.26,71.2,17.8,5.48,0.0,102,2,16680,90480,93300,20.5,21.28,24.41,25.0,31.0,35.0,100.0,50,52,0.96,04:38,25:08,7,17,30,21,13,14,0,0,21.0,25.0,25.0,22.0,23.0,31.0,1,0,0.443,31.818181818181817,42.666666666666664,65.15151515151516,49.41212121212121,63.63636363636363,16.129032258064516,10.090909090909093,28.78787878787879,100,36.16,55,very low,65.15151515151516,63.84,64.36,3
312,312,Glenforest SS,2.0,2.0,2.0,7.357,7.357,7.403,5.566,0.757,47,47,23.5,6.388,2,2,7.36,7.36,25.0,25.0,25.0,25.0,17.66,17.66,17.57,17.75,17.55,17.77,23.5,0.0,0.18,0.0,2,2,28200,53700,55200,7.08,7.5,,,,,,1,1,1.0,07:50,14:55,0,1,1,0,0,0,0,0,,,,,,,0,0,0.757,9.090909090909092,50.0,6.8181818181818175,37.04545454545455,8.333333333333332,83.87096774193549,23.727272727272734,81.06060606060606,0,35.84,56,very low,6.8181818181818175,64.16,41.22,54
304,304,Father Goetz SS,1.0,1.0,1.0,6.392,6.392,6.392,0.941,0.147,23,23,23.0,3.598,1,1,6.39,6.39,22.0,22.0,22.0,22.0,17.43,17.43,17.43,17.43,17.43,17.43,23.0,0.0,0.0,0.0,1,1,27780,27780,29100,0.0,0.37,,,,,,1,1,1.0,07:43,07:43,0,1,0,0,0,0,0,0,,,,,,,0,1,,7.575757575757576,50.0,2.272727272727273,35.68181818181818,1.5151515151515151,50.0,79.78787878787878,81.06060606060606,0,34.63,57,very low,2.272727272727273,65.37,40.13,57
46,46,Tenth Line,62.0,2.0,4.0,11.102,10.28,11.519,5.766,0.524,68,2106,33.968,6.125,62,2,11.1,11.12,34.15,36.0,28.1,40.0,19.73,19.06,17.28,23.83,17.28,24.71,33.97,11.9,6.55,0.0,62,2,15300,91380,93060,21.13,21.6,41.22,44.0,48.0,50.0,60.0,30,32,0.94,04:15,25:23,5,10,18,10,8,11,0,0,45.0,41.0,44.0,48.0,44.0,40.0,1,0,0.524,30.303030303030305,6.833333333333329,39.39393939393939,16.601515151515144,68.18181818181817,37.096774193548384,26.75757575757575,21.21212121212121,100,32.31,58,very low,39.39393939393939,67.69,56.37,13
315,315,Rick Hansen SS,3.0,2.0,2.0,5.815,5.913,6.207,2.984,0.514,29,43,14.333,4.987,3,2,5.82,5.62,23.33,23.0,23.0,23.8,14.95,14.66,14.66,15.35,14.66,15.52,14.33,0.8,0.69,0.67,3,2,28740,55260,56640,7.37,7.75,4.0,4.0,4.0,4.0,1.0,1,2,0.5,07:59,15:21,0,1,0,2,0,0,0,0,,,,4.0,,,0,0,0.514,1.5151515151515151,99.33333333333333,11.363636363636363,72.94242424242424,12.121212121212121,33.87096774193548,63.121212121212125,2.272727272727273,0,32.05,59,very low,11.363636363636363,67.95,45.32,50
6,6,Credit Woodlands,93.0,2.0,3.0,11.176,10.302,12.087,4.154,0.373,85,3996,42.968,7.605,93,2,11.18,12.09,37.12,37.0,29.0,45.0,18.39,17.66,15.85,21.85,15.11,25.9,42.97,16.0,6.0,0.0,93,2,18000,94680,96360,21.3,21.77,27.73,28.0,35.0,38.0,91.0,45,48,0.94,05:00,26:18,6,13,26,20,13,15,0,0,27.0,30.0,30.0,26.0,28.0,36.0,1,0,0.373,15.151515151515152,33.5,56.060606060606055,40.268181818181816,74.24242424242425,8.064516129032258,7.060606060606062,21.21212121212121,100,29.03,60,very low,56.060606060606055,70.97,65.01,2
16,16,Malton,50.0,2.0,3.0,10.324,10.547,10.674,0.033,0.003,71,2116,42.32,6.877,50,2,10.32,10.67,32.2,33.0,29.0,36.0,19.34,19.41,17.58,21.12,17.1,22.08,42.32,7.0,3.54,0.0,50,2,16500,85200,86940,19.08,19.57,40.94,40.0,44.0,44.0,48.0,24,26,0.92,04:35,23:40,3,9,17,11,7,3,0,0,30.0,41.0,40.0,44.0,40.0,40.0,1,1,,22.727272727272727,15.166666666666671,31.818181818181817,20.162121212121214,40.909090909090914,50.0,14.63636363636364,15.151515151515152,100,27.34,61,very low,31.818181818181817,72.66,56.32,15
8,8,Cawthra,71.0,2.0,4.0,13.447,11.544,13.668,6.425,0.479,90,3204,45.127,6.693,71,2,13.45,13.46,44.75,45.0,34.0,56.0,18.6,17.83,14.14,23.75,12.56,26.04,45.13,22.0,9.61,0.14,71,2,17760,85200,87180,18.73,19.28,31.99,35.0,42.2,45.0,69.0,35,36,0.97,04:56,23:40,4,13,26,13,9,6,0,0,29.0,31.0,35.0,39.0,40.0,42.0,1,0,0.479,16.666666666666664,20.16666666666667,46.96969696969697,28.20757575757576,39.39393939393939,25.806451612903224,16.151515151515156,37.121212121212125,100,26.33,62,very low,46.96969696969697,73.67,62.99,5
313,313,Streetsville SS,3.0,2.0,2.0,7.645,7.722,7.952,3.357,0.44,53,81,27.0,6.932,3,2,7.65,7.49,22.67,21.0,21.0,25.0,20.39,21.41,18.96,21.41,18.35,21.41,27.0,4.0,2.44,0.0,3,2,27360,53040,54300,7.13,7.48,,,,,,1,2,0.5,07:36,14:44,0,1,2,0,0,0,0,0,,,,,,,0,0,0.44,42.42424242424242,50.0,11.363636363636363,38.40909090909091,6.0606060606060606,14.516129032258066,11.606060606060609,2.272727272727273,0,24.68,63,very low,11.363636363636363,75.32,49.74,40
4,4,North Service Road,55.0,2.0,5.0,17.469,16.239,18.259,5.969,0.34,103,2586,47.018,5.896,55,2,17.47,17.95,53.45,56.0,47.4,59.0,19.86,19.23,18.25,22.25,17.67,25.08,47.02,11.6,4.0,0.0,55,2,16140,84840,87600,19.08,19.85,41.68,44.0,60.0,64.0,53.0,26,29,0.9,04:29,23:34,6,9,18,13,6,3,0,0,39.0,42.0,45.0,36.0,62.0,60.0,1,0,0.34,33.33333333333333,6.833333333333329,37.878787878787875,16.14696969696969,43.93939393939394,4.838709677419355,37.36363636363637,12.121212121212121,100,24.64,64,very low,37.878787878787875,75.36,60.37,7
30,30,Rexdale,48.0,2.0,4.0,13.872,13.929,14.524,6.812,0.492,84,2055,42.812,6.055,48,2,13.87,14.06,43.77,44.0,38.7,48.3,19.14,19.05,17.43,21.63,17.22,22.8,42.81,9.6,4.2,0.0,48,2,16200,87720,89880,19.87,20.47,49.72,55.0,58.0,59.0,46.0,22,26,0.85,04:30,24:22,4,11,12,8,8,5,0,0,44.5,32.0,55.0,58.0,54.0,50.0,1,0,0.492,21.21212121212121,2.6666666666666714,28.78787878787879,10.503030303030307,53.03030303030303,27.419354838709676,29.787878787878782,7.575757575757576,100,23.73,65,very low,28.78787878787879,76.27,57.28,9
321,321,Stephen Lewis SS,5.0,2.0,3.0,5.733,6.393,6.393,2.549,0.455,30,80,16.0,5.233,5,2,5.73,6.39,23.0,25.0,19.0,26.0,14.96,14.98,14.75,15.2,14.75,15.34,16.0,7.0,0.44,0.8,5,2,28740,55500,57000,7.43,7.85,26.67,33.0,43.4,46.0,3.0,2,3,0.67,07:59,15:25,0,2,2,1,0,0,0,0,,33.0,1.0,46.0,,,0,0,0.455,3.0303030303030303,22.66666666666667,13.636363636363635,19.95757575757576,13.636363636363635,19.35483870967742,61.60606060606061,6.0606060606060606,0,17.46,66,very low,13.636363636363635,82.53999999999999,54.98,18
