shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
100200,43.597005,-79.644383,10020,0.447
100200,43.597143,-79.644218,10021,0.467
100200,43.597161,-79.644195,10022,0.470
100200,43.597161,-79.644195,20001,0.470
100200,43.597365,-79.643934,20002,0.501
100200,43.596605,-79.642912,20003,0.619
100200,43.596386,-79.642572,20004,0.656
100200,43.596386,-79.642572,30001,0.656
100200,43.596245,-79.642351,30002,0.679
100200,43.595888,-79.641771,30003,0.741
100200,43.595542,-79.641200,30004,0.801
100200,43.595284,-79.640781,30005,0.845
100200,43.594863,-79.640109,30006,0.917
100200,43.595339,-79.639542,30007,0.987
100200,43.595339,-79.639542,40001,0.987
100200,43.595490,-79.639364,40002,1.009
100200,43.596219,-79.638446,40003,1.119
100200,43.597234,-79.637165,40004,1.272
100200,43.597303,-79.637078,40005,1.282
100200,43.597365,-79.636995,40006,1.292
100200,43.597365,-79.636995,50001,1.292
100200,43.597375,-79.636982,50002,1.293
100200,43.597443,-79.636879,50003,1.304
100200,43.597506,-79.636770,50004,1.315
100200,43.597563,-79.636655,50005,1.327
100200,43.597613,-79.636534,50006,1.338
100200,43.597631,-79.636486,50007,1.342
100200,43.597809,-79.635938,50008,1.391
100200,43.598117,-79.635002,50009,1.474
100200,43.598120,-79.634987,50010,1.475
100200,43.598151,-79.634874,50011,1.485
100200,43.598180,-79.634742,50012,1.496
100200,43.598200,-79.634607,50013,1.507
100200,43.598214,-79.634471,50014,1.518
100200,43.598221,-79.634334,50015,1.529
100200,43.598220,-79.634197,50016,1.540
100200,43.598213,-79.634059,50017,1.551
100200,43.598198,-79.633924,50018,1.562
100200,43.598193,-79.633889,50019,1.565
100200,43.598145,-79.633645,50020,1.586
100200,43.597924,-79.632781,50021,1.659
100200,43.597870,-79.632571,50022,1.677
100200,43.598197,-79.632397,50023,1.716
100200,43.598197,-79.632397,60001,1.716
100200,43.598323,-79.632331,60002,1.731
100200,43.598414,-79.632282,60003,1.742
100200,43.598513,-79.632225,60004,1.754
100200,43.598610,-79.632159,60005,1.766
100200,43.598702,-79.632083,60006,1.778
100200,43.598791,-79.632001,60007,1.790
100200,43.598811,-79.631981,60008,1.793
100200,43.599435,-79.631240,60009,1.884
100200,43.599551,-79.631106,60010,1.901
100200,43.599698,-79.630935,60011,1.923
100200,43.599776,-79.630860,60012,1.933
100200,43.599859,-79.630793,60013,1.944
100200,43.599946,-79.630737,60014,1.955
100200,43.600026,-79.630693,60015,1.964
100200,43.600100,-79.630660,60016,1.973
100200,43.600291,-79.630579,60017,1.995
100200,43.600291,-79.630579,70001,1.995
100200,43.600386,-79.630540,70002,2.006
100200,43.600449,-79.630510,70003,2.014
100200,43.600640,-79.630415,70004,2.036
100200,43.600826,-79.630308,70005,2.058
100200,43.600971,-79.630223,70006,2.076
100200,43.601009,-79.630191,70007,2.081
100200,43.601138,-79.630103,70008,2.097
100200,43.601505,-79.629827,70009,2.143
100200,43.601505,-79.629827,80001,2.143
100200,43.601600,-79.629755,80002,2.155
100200,43.602117,-79.629367,80003,2.221
100200,43.602238,-79.629274,80004,2.236
100200,43.602356,-79.629173,80005,2.252
100200,43.602470,-79.629064,80006,2.267
100200,43.602580,-79.628948,80007,2.282
100200,43.602613,-79.628910,80008,2.287
100200,43.602903,-79.628577,80009,2.329
100200,43.603347,-79.629175,80010,2.398
100200,43.603347,-79.629175,90001,2.398
100200,43.603411,-79.629261,90002,2.408
100200,43.603518,-79.629416,90003,2.425
100200,43.603620,-79.629576,90004,2.443
100200,43.603717,-79.629743,90005,2.460
100200,43.603807,-79.629917,90006,2.477
100200,43.603899,-79.630112,90007,2.496
100200,43.604323,-79.631073,90008,2.587
100200,43.604519,-79.631502,90009,2.628
100200,43.604633,-79.631748,90010,2.651
100200,43.604862,-79.632189,90011,2.695
100200,43.604976,-79.632391,90012,2.716
100200,43.605489,-79.633259,90013,2.806
100200,43.605537,-79.633337,90014,2.814
100200,43.606013,-79.633978,90015,2.888
100200,43.606013,-79.633978,100001,2.888
100200,43.606204,-79.634237,100002,2.918
100200,43.606936,-79.635281,100003,3.035
100200,43.607199,-79.635653,100004,3.077
100200,43.607199,-79.635653,110001,3.077
100200,43.607398,-79.635935,110002,3.109
100200,43.607637,-79.636272,110003,3.147
100200,43.607873,-79.636608,110004,3.184
100200,43.608064,-79.636879,110005,3.215
100200,43.608354,-79.637290,110006,3.261
100200,43.609022,-79.638244,110007,3.368
100200,43.609149,-79.638408,110008,3.387
100200,43.609284,-79.638583,110009,3.408
100200,43.609325,-79.638635,110010,3.414
100200,43.609325,-79.638635,120001,3.414
100200,43.609401,-79.638728,120002,3.425
100200,43.609561,-79.638883,120003,3.447
100200,43.609735,-79.639029,120004,3.470
100200,43.609851,-79.639120,120005,3.485
100200,43.609975,-79.639216,120006,3.501
100200,43.610073,-79.639282,120007,3.513
100200,43.610111,-79.639305,120008,3.517
100200,43.610250,-79.639384,120009,3.534
100200,43.610391,-79.639456,120010,3.551
100200,43.610535,-79.639517,120011,3.567
100200,43.610681,-79.639568,120012,3.584
100200,43.610828,-79.639611,120013,3.601
100200,43.610977,-79.639643,120014,3.618
100200,43.611126,-79.639666,120015,3.634
100200,43.611276,-79.639679,120016,3.651
100200,43.611371,-79.639681,120017,3.661
100200,43.612572,-79.639719,120018,3.795
100200,43.612817,-79.639724,120019,3.822
100200,43.612817,-79.639724,130001,3.822
100200,43.612921,-79.639727,130002,3.834
100200,43.613376,-79.639756,130003,3.884
100200,43.613542,-79.639785,130004,3.903
100200,43.613706,-79.639823,130005,3.921
100200,43.613872,-79.639862,130006,3.940
100200,43.614031,-79.639914,130007,3.958
100200,43.614194,-79.639986,130008,3.977
100200,43.614353,-79.640066,130009,3.996
100200,43.614504,-79.640160,130010,4.014
100200,43.614656,-79.640254,130011,4.033
100200,43.614806,-79.640359,130012,4.052
100200,43.614864,-79.640402,130013,4.059
100200,43.614940,-79.640465,130014,4.069
100200,43.614940,-79.640465,140001,4.069
100200,43.615018,-79.640529,140002,4.079
100200,43.615150,-79.640647,140003,4.096
100200,43.615288,-79.640783,140004,4.115
100200,43.615421,-79.640925,140005,4.134
100200,43.615550,-79.641076,140006,4.153
100200,43.615674,-79.641234,140007,4.171
100200,43.615772,-79.641369,140008,4.187
100200,43.616191,-79.641952,140009,4.253
100200,43.616191,-79.641952,150001,4.253
100200,43.616374,-79.642207,150002,4.282
100200,43.616992,-79.643035,150003,4.378
100200,43.617069,-79.643138,150004,4.390
100200,43.617296,-79.643443,150005,4.425
100200,43.617296,-79.643443,160001,4.425
100200,43.617600,-79.643850,160002,4.472
100200,43.618477,-79.645041,160003,4.609
100200,43.618477,-79.645041,170001,4.609
100200,43.618573,-79.645172,170002,4.624
100200,43.618880,-79.645591,170003,4.672
100200,43.620241,-79.647451,170004,4.885
100200,43.620779,-79.648187,170005,4.969
100200,43.620332,-79.648807,170006,5.040
100200,43.620298,-79.648854,170007,5.045
100200,43.620296,-79.648856,170008,5.045
100200,43.620296,-79.648856,180001,5.045
100200,43.620226,-79.648963,180002,5.057
100200,43.620160,-79.649078,180003,5.069
100200,43.620100,-79.649199,180004,5.081
100200,43.620045,-79.649325,180005,5.093
100200,43.619992,-79.649474,180006,5.106
100200,43.619747,-79.650167,180007,5.168
100200,43.619743,-79.650180,180008,5.169
100200,43.619743,-79.650180,190001,5.169
100200,43.619670,-79.650381,190002,5.187
100200,43.619521,-79.650812,190003,5.226
100200,43.619477,-79.650927,190004,5.236
100200,43.619413,-79.651072,190005,5.250
100200,43.619344,-79.651214,190006,5.264
100200,43.619269,-79.651348,190007,5.278
100200,43.619187,-79.651477,190008,5.291
100200,43.619101,-79.651600,190009,5.305
100200,43.618936,-79.651785,190010,5.329
100200,43.618796,-79.651940,190011,5.349
100200,43.618509,-79.652258,190012,5.390
100200,43.617185,-79.653815,190013,5.583
100200,43.617185,-79.653815,200001,5.583
100200,43.617109,-79.653903,200002,5.594
100200,43.616685,-79.654412,200003,5.657
100200,43.616518,-79.654633,200004,5.682
100200,43.616491,-79.654677,200005,5.687
100200,43.616385,-79.654847,200006,5.705
100200,43.616346,-79.654918,200007,5.712
100200,43.616303,-79.654995,200008,5.720
100200,43.616227,-79.655149,200009,5.735
100200,43.616157,-79.655309,200010,5.750
100200,43.616092,-79.655474,200011,5.766
100200,43.616035,-79.655644,200012,5.781
100200,43.615988,-79.655803,200013,5.795
100200,43.615984,-79.655817,200014,5.796
100200,43.615939,-79.655993,200015,5.811
100200,43.615901,-79.656173,200016,5.826
100200,43.615871,-79.656355,200017,5.841
100200,43.615848,-79.656539,200018,5.856
100200,43.615831,-79.656725,200019,5.871
100200,43.615822,-79.656911,200020,5.886
100200,43.615820,-79.657099,200021,5.901
100200,43.615825,-79.657286,200022,5.916
100200,43.615837,-79.657472,200023,5.931
100200,43.615857,-79.657657,200024,5.947
100200,43.615987,-79.658649,200025,6.028
100200,43.616060,-79.659207,200026,6.074
100200,43.616060,-79.659207,210001,6.074
100200,43.616113,-79.659608,210002,6.106
100200,43.616131,-79.659827,210003,6.124
100200,43.616141,-79.660027,210004,6.141
100200,43.616143,-79.660228,210005,6.157
100200,43.616132,-79.660412,210006,6.172
100200,43.616114,-79.660595,210007,6.187
100200,43.616089,-79.660777,210008,6.202
100200,43.616057,-79.660957,210009,6.216
100200,43.616018,-79.661135,210010,6.231
100200,43.615972,-79.661309,210011,6.246
100200,43.615919,-79.661480,210012,6.261
100200,43.615860,-79.661647,210013,6.276
100200,43.615795,-79.661808,210014,6.291
100200,43.615723,-79.661965,210015,6.306
100200,43.615645,-79.662117,210016,6.321
100200,43.615562,-79.662262,210017,6.336
100200,43.615473,-79.662402,210018,6.351
100200,43.615379,-79.662534,210019,6.366
100200,43.615280,-79.662659,210020,6.381
100200,43.614763,-79.663259,210021,6.456
100200,43.614763,-79.663259,220001,6.456
100200,43.614685,-79.663349,220002,6.467
100200,43.614487,-79.663550,220003,6.495
100200,43.613551,-79.664592,220004,6.628
100200,43.612669,-79.665572,220005,6.754
100200,43.612618,-79.665629,220006,6.761
100200,43.611782,-79.666574,220007,6.882
100200,43.610632,-79.667880,220008,7.047
100200,43.610632,-79.667880,230001,7.047
100200,43.610583,-79.667935,230002,7.054
100200,43.610067,-79.668520,230003,7.129
100200,43.609978,-79.668622,230004,7.141
100200,43.609871,-79.668744,230005,7.157
100200,43.609759,-79.668859,230006,7.172
100200,43.609643,-79.668966,230007,7.188
100200,43.609522,-79.669065,230008,7.204
100200,43.609399,-79.669156,230009,7.219
100200,43.609272,-79.669237,230010,7.234
100200,43.609143,-79.669309,230011,7.250
100200,43.609011,-79.669372,230012,7.266
100200,43.608877,-79.669425,230013,7.281
100200,43.608740,-79.669469,230014,7.297
100200,43.608712,-79.669477,230015,7.300
100200,43.608589,-79.669511,230016,7.314
100200,43.608463,-79.669535,230017,7.328
100200,43.608337,-79.669550,230018,7.342
100200,43.608210,-79.669554,230019,7.356
100200,43.608084,-79.669548,230020,7.370
100200,43.608059,-79.669546,230021,7.373
100200,43.607080,-79.669508,230022,7.482
100200,43.606760,-79.669489,230023,7.517
100200,43.606617,-79.669483,230024,7.533
100200,43.606474,-79.669486,230025,7.549
100200,43.606332,-79.669499,230026,7.565
100200,43.606221,-79.669515,230027,7.577
100200,43.606126,-79.669531,230028,7.588
100200,43.606126,-79.669531,240001,7.588
100200,43.605942,-79.669561,240002,7.608
100200,43.605464,-79.669638,240003,7.662
100200,43.605308,-79.669666,240004,7.679
100200,43.605155,-79.669704,240005,7.697
100200,43.605001,-79.669746,240006,7.714
100200,43.604860,-79.669799,240007,7.730
100200,43.604691,-79.669866,240008,7.750
100200,43.604554,-79.669932,240009,7.766
100200,43.604405,-79.670022,240010,7.784
100200,43.604257,-79.670133,240011,7.803
100200,43.604160,-79.670208,240012,7.815
100200,43.604009,-79.670339,240013,7.835
100200,43.603897,-79.670441,240014,7.850
100200,43.603800,-79.670538,240015,7.863
100200,43.603517,-79.670830,240016,7.902
100200,43.603274,-79.671110,240017,7.938
100200,43.603274,-79.671110,250001,7.938
100200,43.602995,-79.671432,250002,7.978
100200,43.601667,-79.672923,250003,8.168
100200,43.601667,-79.672923,260001,8.168
100200,43.601651,-79.672941,260002,8.171
100200,43.601541,-79.673064,260003,8.186
100200,43.601417,-79.673219,260004,8.205
100200,43.601308,-79.673369,260005,8.222
100200,43.601203,-79.673526,260006,8.239
100200,43.601104,-79.673689,260007,8.257
100200,43.601011,-79.673858,260008,8.274
100200,43.600959,-79.673961,260009,8.284
100200,43.600445,-79.675132,260010,8.394
100200,43.600380,-79.675302,260011,8.410
100200,43.600322,-79.675477,260012,8.425
100200,43.600271,-79.675655,260013,8.441
100200,43.600260,-79.675696,260014,8.444
100200,43.600260,-79.675696,270001,8.444
100200,43.600225,-79.675837,270002,8.456
100200,43.600188,-79.676022,270003,8.472
100200,43.600182,-79.676056,270004,8.475
100200,43.600155,-79.676232,270005,8.489
100200,43.599978,-79.677319,270006,8.579
100200,43.599879,-79.677922,270007,8.629
100200,43.599800,-79.678428,270008,8.671
100200,43.599754,-79.678709,270009,8.694
100200,43.599754,-79.678709,280001,8.694
100200,43.599684,-79.679133,280002,8.729
100200,43.599644,-79.679308,280003,8.744
100200,43.599597,-79.679480,280004,8.759
100200,43.599544,-79.679648,280005,8.774
100200,43.599490,-79.679793,280006,8.787
100200,43.599484,-79.679812,280007,8.788
100200,43.599426,-79.679970,280008,8.803
100200,43.599366,-79.680115,280009,8.816
100200,43.599277,-79.680303,280010,8.834
100200,43.599187,-79.680465,280011,8.851
100200,43.599152,-79.680524,280012,8.857
100200,43.599152,-79.680524,290001,8.857
100200,43.599042,-79.680707,290002,8.876
100200,43.598936,-79.680895,290003,8.895
100200,43.598783,-79.681163,290004,8.923
100200,43.598676,-79.681357,290005,8.942
100200,43.598564,-79.681545,290006,8.962
100200,43.598447,-79.681726,290007,8.982
100200,43.598323,-79.681901,290008,9.001
100200,43.598195,-79.682069,290009,9.021
100200,43.598165,-79.682105,290010,9.026
100200,43.597183,-79.683206,290011,9.166
100200,43.597183,-79.683206,300001,9.166
100200,43.597085,-79.683316,300002,9.180
100200,43.596613,-79.683846,300003,9.248
100200,43.595472,-79.685105,300004,9.410
100200,43.594853,-79.685789,300005,9.499
100200,43.594790,-79.685858,300006,9.508
100200,43.594790,-79.685858,310001,9.508
100200,43.594532,-79.686143,310002,9.544
100200,43.594398,-79.686291,310003,9.563
100200,43.594084,-79.686639,310004,9.608
100200,43.593087,-79.687754,310005,9.751
100200,43.593087,-79.687754,320001,9.751
100200,43.592757,-79.688124,320002,9.798
100200,43.591765,-79.689226,320003,9.940
100200,43.591039,-79.690031,320004,10.043
100200,43.591039,-79.690031,330001,10.043
100200,43.590897,-79.690187,330002,10.063
100200,43.590770,-79.690332,330003,10.082
100200,43.590652,-79.690469,330004,10.099
100200,43.590540,-79.690612,330005,10.116
100200,43.590432,-79.690762,330006,10.133
100200,43.590321,-79.690934,330007,10.152
100200,43.590233,-79.691084,330008,10.167
100200,43.590141,-79.691253,330009,10.184
100200,43.590056,-79.691429,330010,10.201
100200,43.589977,-79.691609,330011,10.218
100200,43.589903,-79.691796,330012,10.235
100200,43.589874,-79.691878,330013,10.243
100200,43.589837,-79.691985,330014,10.252
100200,43.589776,-79.692180,330015,10.270
100200,43.589728,-79.692359,330016,10.285
100200,43.589697,-79.692489,330017,10.296
100200,43.589697,-79.692489,340001,10.296
100200,43.589670,-79.692598,340002,10.305
100200,43.589633,-79.692742,340003,10.318
100200,43.589593,-79.692892,340004,10.331
100200,43.589571,-79.692973,340005,10.338
100200,43.589535,-79.693093,340006,10.348
100200,43.589507,-79.693180,340007,10.356
100200,43.589467,-79.693299,340008,10.366
100200,43.589387,-79.693522,340009,10.386
100200,43.589330,-79.693661,340010,10.399
100200,43.589285,-79.693763,340011,10.409
100200,43.589214,-79.693900,340012,10.422
100200,43.589103,-79.694064,340013,10.441
100200,43.588513,-79.694835,340014,10.531
100200,43.588513,-79.694835,350001,10.531
100200,43.588429,-79.694944,350002,10.544
100200,43.587858,-79.695738,350003,10.634
100200,43.587548,-79.696167,350004,10.683
100200,43.587413,-79.696350,350005,10.704
100200,43.586908,-79.697056,350006,10.784
100200,43.586908,-79.697056,360001,10.784
100200,43.586753,-79.697273,360002,10.809
100200,43.586163,-79.698066,360003,10.900
100200,43.586027,-79.698253,360004,10.921
100200,43.585917,-79.698414,360005,10.939
100200,43.585805,-79.698576,360006,10.957
100200,43.585699,-79.698744,360007,10.975
100200,43.585663,-79.698807,360008,10.982
100200,43.585663,-79.698807,370001,10.982
100200,43.585613,-79.698895,370002,10.991
100200,43.585598,-79.698918,370003,10.993
100200,43.585491,-79.699129,370004,11.014
100200,43.585420,-79.699280,370005,11.029
100200,43.585335,-79.699475,370006,11.047
100200,43.585206,-79.699788,370007,11.076
100200,43.584958,-79.700499,370008,11.140
100200,43.584654,-79.701371,370009,11.218
100200,43.584199,-79.702677,370010,11.335
100200,43.584065,-79.703071,370011,11.370
100200,43.584065,-79.703071,380001,11.370
100200,43.584018,-79.703213,380002,11.383
100200,43.584390,-79.703461,380003,11.429
100200,43.584963,-79.703836,380004,11.499
100200,43.585624,-79.704270,380005,11.580
100200,43.585927,-79.704466,380006,11.618
100200,43.586111,-79.704590,380007,11.640
100200,43.586226,-79.704664,380008,11.655
100200,43.586358,-79.704749,380009,11.671
100200,43.586467,-79.704828,380010,11.684
100200,43.586527,-79.704881,380011,11.692
100200,43.586527,-79.704881,390001,11.692
100200,43.586584,-79.704932,390002,11.700
100200,43.586648,-79.704999,390003,11.709
100200,43.586719,-79.705083,390004,11.719
100200,43.586958,-79.705389,390005,11.755
100200,43.587192,-79.705709,390006,11.792
100200,43.587659,-79.706325,390007,11.864
100200,43.588072,-79.706887,390008,11.928
100200,43.588235,-79.707104,390009,11.954
100200,43.588235,-79.707104,400001,11.954
100200,43.588304,-79.707197,400002,11.964
100200,43.588440,-79.707385,400003,11.986
100200,43.588538,-79.707519,400004,12.001
100200,43.588652,-79.707661,400005,12.018
100200,43.588746,-79.707777,400006,12.032
100200,43.588803,-79.707841,400007,12.040
100200,43.588858,-79.707897,400008,12.048
100200,43.588915,-79.707949,400009,12.056
100200,43.588961,-79.707988,400010,12.061
100200,43.589449,-79.708361,400011,12.123
100200,43.589842,-79.708649,400012,12.173
100200,43.590171,-79.708890,400013,12.214
100200,43.590412,-79.709058,400014,12.244
100200,43.590412,-79.709058,410001,12.244
100200,43.590492,-79.709113,410002,12.254
100200,43.590734,-79.709301,410003,12.285
100200,43.591219,-79.709657,410004,12.346
100200,43.591472,-79.709848,410005,12.378
100200,43.591626,-79.709959,410006,12.397
100200,43.591725,-79.710036,410007,12.410
100200,43.591766,-79.710069,410008,12.415
100200,43.591892,-79.710180,410009,12.432
100200,43.591949,-79.710236,410010,12.440
100200,43.591949,-79.710236,420001,12.440
100200,43.591965,-79.710251,420002,12.442
100200,43.592042,-79.710339,420003,12.453
100200,43.592192,-79.710510,420004,12.475
100200,43.592255,-79.710592,420005,12.484
100200,43.592328,-79.710707,420006,12.496
100200,43.592412,-79.710854,420007,12.512
100200,43.592535,-79.711096,420008,12.536
100200,43.592710,-79.711458,420009,12.571
100200,43.592832,-79.711713,420010,12.595
100200,43.592897,-79.711852,420011,12.609
100200,43.592945,-79.711954,420012,12.618
100200,43.592994,-79.712043,420013,12.627
100200,43.593049,-79.712129,420014,12.637
100200,43.593288,-79.712467,420015,12.675
100200,43.593359,-79.712553,420016,12.685
100200,43.593546,-79.712810,420017,12.715
100200,43.593546,-79.712810,430001,12.715
100200,43.593879,-79.713267,430002,12.767
100200,43.594483,-79.714090,430003,12.861
100200,43.594483,-79.714090,440001,12.861
100200,43.595032,-79.714837,440002,12.947
100200,43.594486,-79.715449,440003,13.025
100200,43.594486,-79.715449,450001,13.025
100200,43.592593,-79.717573,450002,13.297
100200,43.592350,-79.717845,450003,13.331
100200,43.591082,-79.719251,450004,13.512
100200,43.590872,-79.719481,450005,13.542
100200,43.590640,-79.719737,450006,13.575
100200,43.590334,-79.720085,450007,13.619
100200,43.590334,-79.720085,460001,13.619
100200,43.590211,-79.720225,460002,13.637
100200,43.589747,-79.720769,460003,13.705
100200,43.588933,-79.721640,460004,13.819
100200,43.588353,-79.722279,460005,13.902
100200,43.588353,-79.722279,470001,13.902
100200,43.588164,-79.722487,470002,13.929
100200,43.587496,-79.723258,470003,14.025
100200,43.586621,-79.724269,470004,14.152
100200,43.586621,-79.724269,480001,14.152
100200,43.586511,-79.724396,480002,14.168
100200,43.586102,-79.724868,480003,14.228
100200,43.585931,-79.725065,480004,14.252
100200,43.585530,-79.725511,480005,14.310
100200,43.584940,-79.726166,480006,14.394
100200,43.584940,-79.726166,490001,14.394
100200,43.584733,-79.726396,490002,14.424
100200,43.583978,-79.727233,490003,14.531
100200,43.583598,-79.727656,490004,14.585
100200,43.583069,-79.728254,490005,14.662
100200,43.582911,-79.728431,490006,14.684
100200,43.582388,-79.729018,490007,14.759
100200,43.582307,-79.729109,490008,14.771
100200,43.582307,-79.729109,500001,14.771
100200,43.581077,-79.730493,500002,14.947
100200,43.580922,-79.730665,500003,14.969
100200,43.580922,-79.730665,510001,14.969
100200,43.580767,-79.730838,510002,14.992
100200,43.579923,-79.731771,510003,15.112
100200,43.579519,-79.732218,510004,15.169
100200,43.578996,-79.732796,510005,15.244
100200,43.578996,-79.732796,520001,15.244
100200,43.578831,-79.732979,520002,15.268
100200,43.578510,-79.733329,520003,15.313
100200,43.579183,-79.734255,520004,15.419
100200,43.580441,-79.735949,520005,15.614
100200,43.580093,-79.736424,520006,15.669
100200,43.580013,-79.736540,520007,15.682
100200,43.579929,-79.736647,520008,15.694
100200,43.579840,-79.736748,520009,15.707
100200,43.579751,-79.736834,520010,15.719
100200,43.579669,-79.736904,520011,15.730
100200,43.579568,-79.736970,520012,15.742
100200,43.579561,-79.736974,520013,15.743
100200,43.579561,-79.736974,530001,15.743
100200,43.579445,-79.737042,530002,15.757
100200,43.579355,-79.737073,530003,15.768
100200,43.579158,-79.737105,530004,15.790
100200,43.579008,-79.737120,530005,15.806
100200,43.578615,-79.737143,530006,15.850
100200,43.578314,-79.737148,530007,15.883
100200,43.578314,-79.737148,540001,15.883
100200,43.578206,-79.737149,540002,15.895
100200,43.578107,-79.737156,540003,15.906
100200,43.578020,-79.737175,540004,15.916
100200,43.577916,-79.737209,540005,15.928
100200,43.577781,-79.737269,540006,15.944
100200,43.577713,-79.737308,540007,15.952
100200,43.577652,-79.737352,540008,15.960
100200,43.577584,-79.737411,540009,15.969
100200,43.577503,-79.737484,540010,15.979
100200,43.577147,-79.737887,540011,16.030
100200,43.577043,-79.738010,540012,16.046
100200,43.576737,-79.738356,540013,16.090
100200,43.576667,-79.738426,540014,16.099
100200,43.576602,-79.738502,540015,16.109
100200,43.576543,-79.738588,540016,16.118
100200,43.576531,-79.738607,540017,16.120
100200,43.576488,-79.738678,540018,16.128
100200,43.576440,-79.738776,540019,16.137
100200,43.576412,-79.738837,540020,16.143
100200,43.576369,-79.738937,540021,16.153
100200,43.576332,-79.739021,540022,16.160
100200,43.576228,-79.739258,540023,16.183
100200,43.576228,-79.739258,550001,16.183
100200,43.576093,-79.739570,550002,16.212
100200,43.575894,-79.740026,550003,16.255
100200,43.575731,-79.740378,550004,16.289
100200,43.575643,-79.740552,550005,16.306
100200,43.575589,-79.740656,550006,16.316
100200,43.575513,-79.740783,550007,16.330
100200,43.575428,-79.740907,550008,16.343
100200,43.575334,-79.741027,550009,16.358
100200,43.575242,-79.741124,550010,16.371
100200,43.575164,-79.741211,550011,16.382
100200,43.575122,-79.741252,550012,16.387
100200,43.575054,-79.741309,550013,16.396
100200,43.574965,-79.741375,550014,16.408
100200,43.574921,-79.741406,550015,16.413
100200,43.574777,-79.741493,550016,16.431
100200,43.574664,-79.741546,550017,16.444
100200,43.574617,-79.741566,550018,16.449
100200,43.574617,-79.741566,560001,16.449
100200,43.574534,-79.741600,560002,16.459
100200,43.574418,-79.741633,560003,16.472
100200,43.574176,-79.741694,560004,16.500
100200,43.573982,-79.741742,560005,16.521
100200,43.573980,-79.741744,560006,16.522
100200,43.573662,-79.741822,560007,16.558
100200,43.573525,-79.741862,560008,16.573
100200,43.573401,-79.741907,560009,16.587
100200,43.573303,-79.741951,560010,16.599
100200,43.573212,-79.742006,560011,16.610
100200,43.573082,-79.742115,560012,16.627
100200,43.573017,-79.742185,560013,16.636
100200,43.573000,-79.742205,560014,16.638
100200,43.572683,-79.742557,560015,16.684
100200,43.572610,-79.742639,560016,16.694
100200,43.572544,-79.742727,560017,16.704
100200,43.572483,-79.742824,560018,16.715
100200,43.572418,-79.742924,560019,16.725
100200,43.572385,-79.743012,560020,16.733
100200,43.572385,-79.743012,570001,16.733
100200,43.572376,-79.743034,570002,16.735
100200,43.572333,-79.743148,570003,16.746
100200,43.572296,-79.743265,570004,16.756
100200,43.572265,-79.743386,570005,16.766
100200,43.572241,-79.743509,570006,16.777
100200,43.572224,-79.743635,570007,16.787
100200,43.572221,-79.743657,570008,16.789
100200,43.572215,-79.743762,570009,16.797
100200,43.572214,-79.743812,570010,16.801
100200,43.572213,-79.743939,570011,16.812
100200,43.572220,-79.744066,570012,16.822
100200,43.572234,-79.744194,570013,16.832
100200,43.572256,-79.744317,570014,16.843
100200,43.572284,-79.744439,570015,16.853
100200,43.572319,-79.744559,570016,16.863
100200,43.572334,-79.744599,570017,16.867
100200,43.572360,-79.744673,570018,16.874
100200,43.572408,-79.744782,570019,16.884
100200,43.572453,-79.744870,570020,16.893
100200,43.572732,-79.745382,570021,16.944
100200,43.572813,-79.745538,570022,16.960
100200,43.572960,-79.745806,570023,16.987
100200,43.572960,-79.745806,580001,16.987
100200,43.573147,-79.746145,580002,17.021
100200,43.573258,-79.746348,580003,17.042
100200,43.573404,-79.746626,580004,17.069
100200,43.573611,-79.747022,580005,17.109
100200,43.573665,-79.747124,580006,17.119
100200,43.573732,-79.747225,580007,17.130
100200,43.573781,-79.747296,580008,17.138
100200,43.573849,-79.747374,580009,17.148
100200,43.573935,-79.747451,580010,17.159
100200,43.574022,-79.747518,580011,17.170
100200,43.574152,-79.747603,580012,17.186
100200,43.574191,-79.747628,580013,17.191
100200,43.574205,-79.747638,580014,17.193
100200,43.574205,-79.747638,590001,17.193
100200,43.574262,-79.747674,590002,17.200
100200,43.574655,-79.747910,590003,17.248
100200,43.574771,-79.747983,590004,17.262
100200,43.574903,-79.748062,590005,17.278
100200,43.575248,-79.748286,590006,17.320
100200,43.575501,-79.748447,590007,17.351
100200,43.575580,-79.748489,590008,17.361
100200,43.575646,-79.748512,590009,17.368
100200,43.575719,-79.748533,590010,17.377
100200,43.575633,-79.748988,590011,17.415
100200,43.575633,-79.748988,600001,17.415
100200,43.575501,-79.749680,600002,17.472
100200,43.575478,-79.749748,600003,17.478
100200,43.575453,-79.749799,600004,17.483
100200,43.575395,-79.749915,600005,17.495
100200,43.575333,-79.750008,600006,17.505
100200,43.575267,-79.750089,600007,17.515
100200,43.575011,-79.750315,600008,17.549
100200,43.574833,-79.750468,600009,17.572
100200,43.574661,-79.750640,600010,17.596
100200,43.574174,-79.751261,600011,17.669
100200,43.574174,-79.751261,610001,17.669
100200,43.574003,-79.751480,610002,17.695
100200,43.573484,-79.752145,610003,17.774
100200,43.573452,-79.752195,610004,17.779
100200,43.573425,-79.752242,610005,17.784
100200,43.573395,-79.752295,610006,17.790
100200,43.573369,-79.752349,610007,17.795
100200,43.573344,-79.752401,610008,17.800
100200,43.573321,-79.752460,610009,17.805
100200,43.573295,-79.752531,610010,17.811
100200,43.573001,-79.753342,610011,17.885
100200,43.572878,-79.753673,610012,17.915
