route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
71,26AP27-CPBlock-Weekday-11,29679683,71 W Sheridan To Plymouth Loop,,1,2807265,710058,1,1
71,26AP27-CPBlock-Weekday-11,29679684,71 W Sheridan To Plymouth Loop,,1,2807187,710058,1,1
71,26AP27-CPBlock-Weekday-11,29679685,71 E Sheridan To Kipling Terminal,,0,2807147,710054,1,1
71,26AP27-CPBlock-Weekday-11,29679686,71 E Sheridan To Kipling Terminal,,0,2807288,710054,1,1
7,26AP27-CPBlock-Weekday-11,29679687,7 N Airport To Westwood,,0,2807173,70186,1,1
7,26AP27-CPBlock-Weekday-11,29679688,7 N Airport To Westwood,,0,2807040,70186,1,1
7,26AP27-CPBlock-Weekday-11,29679689,7 N Airport To Westwood,,0,2806965,70186,1,1
7,26AP27-CPBlock-Weekday-11,29679690,7 N Airport To Westwood,,0,2807173,70186,1,1
7,26AP27-CPBlock-Weekday-11,29679691,7 S Airport To City Centre,,1,2807173,70185,1,1
7,26AP27-CPBlock-Weekday-11,29679692,7 S Airport To City Centre,,1,2807040,70185,1,1
7,26AP27-CPBlock-Weekday-11,29679693,7 S Airport To City Centre,,1,2807040,70185,1,1
7,26AP27-CPBlock-Weekday-11,29679694,7 S Airport To City Centre,,1,2806965,70185,1,1
4,26AP27-CPBlock-Weekday-11,29679695,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679696,4 E North Service Road To Sherway Gardens,,0,2807023,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679697,4 E North Service Road To Sherway Gardens,,0,2807024,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679698,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679699,4 E North Service Road To Sherway Gardens,,0,2807071,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679700,4 E North Service Road To Sherway Gardens,,0,2807032,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679701,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679702,4 E North Service Road To Sherway Gardens,,0,2807071,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679703,4 E North Service Road To Sherway Gardens,,0,2807032,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679704,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679705,4 E North Service Road To Sherway Gardens,,0,2807071,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679706,4 E North Service Road To Sherway Gardens,,0,2807032,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679707,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679708,4 E North Service Road To Sherway Gardens,,0,2807025,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679709,4 E North Service Road To Sherway Gardens,,0,2807071,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679710,4 E North Service Road To Sherway Gardens,,0,2807032,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679711,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679712,4 E North Service Road To Sherway Gardens,,0,2807025,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679713,4 E North Service Road To Sherway Gardens,,0,2807373,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679714,4 E North Service Road To Sherway Gardens,,0,2807032,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679715,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679716,4 E North Service Road To Sherway Gardens,,0,2807373,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679717,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679718,4 E North Service Road To Sherway Gardens,,0,2807373,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679719,4 E North Service Road To Sherway Gardens,,0,2807022,40198,1,1
4,26AP27-CPBlock-Weekday-11,29679720,4 W North Service Road To Cooksville Go,,1,2807022,40189,1,1
4,26AP27-CPBlock-Weekday-11,29679721,4 W North Service Road To Cooksville Go,,1,2807023,40189,1,1
4,26AP27-CPBlock-Weekday-11,29679722,4 W North Service Road To Cooksville Go,,1,2807024,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679723,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679724,4 W North Service Road To Cooksville Go,,1,2807023,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679725,4 W North Service Road To Cooksville Go,,1,2807024,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679726,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679727,4 W North Service Road To Cooksville Go,,1,2807071,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679728,4 W North Service Road To Cooksville Go,,1,2807032,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679729,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679730,4 W North Service Road To Cooksville Go,,1,2807071,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679731,4 W North Service Road To Cooksville Go,,1,2807032,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679732,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679733,4 W North Service Road To Cooksville Go,,1,2807071,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679734,4 W North Service Road To Cooksville Go,,1,2807032,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679735,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679736,4 W North Service Road To Cooksville Go,,1,2807025,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679737,4 W North Service Road To Cooksville Go,,1,2807373,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679738,4 W North Service Road To Cooksville Go,,1,2807032,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679739,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679740,4 W North Service Road To Cooksville Go,,1,2807025,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679741,4 W North Service Road To Cooksville Go,,1,2807373,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679742,4 W North Service Road To Cooksville Go,,1,2807032,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679743,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679744,4 W North Service Road To Cooksville Go,,1,2807373,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679745,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679746,4 W North Service Road To Cooksville Go,,1,2807373,40201,1,1
4,26AP27-CPBlock-Weekday-11,29679747,4 W North Service Road To Cooksville Go,,1,2807022,40201,1,1
13,26AP27-CPBlock-Weekday-11,29679748,13 N Glen Erin To Meadowvale,,0,2807043,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679749,13 N Glen Erin To Meadowvale,,0,2807011,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679750,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679751,13 N Glen Erin To Meadowvale,,0,2807010,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679752,13 N Glen Erin To Meadowvale,,0,2807044,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679753,13 N Glen Erin To Meadowvale,,0,2807043,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679754,13 N Glen Erin To Meadowvale,,0,2807011,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679755,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679756,13 N Glen Erin To Meadowvale,,0,2807010,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679757,13 N Glen Erin To Meadowvale,,0,2807006,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679758,13 N Glen Erin To Meadowvale,,0,2807007,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679759,13 N Glen Erin To Meadowvale,,0,2807011,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679760,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679761,13 N Glen Erin To Meadowvale,,0,2807010,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679762,13 N Glen Erin To Meadowvale,,0,2807006,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679763,13 N Glen Erin To Meadowvale,,0,2807007,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679764,13 N Glen Erin To Meadowvale,,0,2807011,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679765,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679766,13 N Glen Erin To Meadowvale,,0,2807010,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679767,13 N Glen Erin To Meadowvale,,0,2807006,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679768,13 N Glen Erin To Meadowvale,,0,2807007,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679769,13 N Glen Erin To Meadowvale,,0,2807011,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679770,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679771,13 N Glen Erin To Meadowvale,,0,2807010,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679772,13 N Glen Erin To Meadowvale,,0,2807006,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679773,13 N Glen Erin To Meadowvale,,0,2807007,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679774,13 N Glen Erin To Meadowvale,,0,2807016,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679775,13 N Glen Erin To Meadowvale,,0,2807019,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679776,13 N Glen Erin To Meadowvale,,0,2807009,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679777,13 N Glen Erin To Meadowvale,,0,2807017,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679778,13 N Glen Erin To Meadowvale,,0,2807018,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679779,13 N Glen Erin To Meadowvale,,0,2807007,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679780,13 N Glen Erin To Meadowvale,,0,2807016,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679781,13 N Glen Erin To Meadowvale,,0,2807019,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679782,13 N Glen Erin To Meadowvale,,0,2807132,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679783,13 N Glen Erin To Meadowvale,,0,2807017,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679784,13 N Glen Erin To Meadowvale,,0,2807018,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679785,13 N Glen Erin To Meadowvale,,0,2807015,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679786,13 N Glen Erin To Meadowvale,,0,2807016,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679787,13 N Glen Erin To Meadowvale,,0,2807132,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679788,13 N Glen Erin To Meadowvale,,0,2807017,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679789,13 N Glen Erin To Meadowvale,,0,2807015,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679790,13 N Glen Erin To Meadowvale,,0,2807132,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679791,13 N Glen Erin To Meadowvale,,0,2807015,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679792,13 N Glen Erin To Meadowvale,,0,2807132,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679793,13 N Glen Erin To Meadowvale,,0,2807015,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679794,13 N Glen Erin To Meadowvale,,0,2807132,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679795,13 N Glen Erin To Meadowvale,,0,2807015,130138,1,1
13,26AP27-CPBlock-Weekday-11,29679796,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679797,13 S Glen Erin To Clarkson Go,,1,2807010,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679798,13 S Glen Erin To Clarkson Go,,1,2807044,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679799,13 S Glen Erin To Clarkson Go,,1,2807043,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679800,13 S Glen Erin To Clarkson Go,,1,2807011,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679801,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679802,13 S Glen Erin To Clarkson Go,,1,2807010,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679803,13 S Glen Erin To Clarkson Go,,1,2807006,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679804,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679805,13 S Glen Erin To Clarkson Go,,1,2807011,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679806,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679807,13 S Glen Erin To Clarkson Go,,1,2807010,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679808,13 S Glen Erin To Clarkson Go,,1,2807006,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679809,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679810,13 S Glen Erin To Clarkson Go,,1,2807011,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679811,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679812,13 S Glen Erin To Clarkson Go,,1,2807010,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679813,13 S Glen Erin To Clarkson Go,,1,2807006,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679814,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679815,13 S Glen Erin To Clarkson Go,,1,2807011,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679816,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679817,13 S Glen Erin To Clarkson Go,,1,2807010,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679818,13 S Glen Erin To Clarkson Go,,1,2807006,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679819,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679820,13 S Glen Erin To Clarkson Go,,1,2807016,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679821,13 S Glen Erin To Clarkson Go,,1,2807011,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679822,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679823,13 S Glen Erin To Clarkson Go,,1,2807017,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679824,13 S Glen Erin To Clarkson Go,,1,2807018,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679825,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679826,13 S Glen Erin To Clarkson Go,,1,2807016,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679827,13 S Glen Erin To Clarkson Go,,1,2807019,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679828,13 S Glen Erin To Clarkson Go,,1,2807009,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679829,13 S Glen Erin To Clarkson Go,,1,2807017,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679830,13 S Glen Erin To Clarkson Go,,1,2807018,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679831,13 S Glen Erin To Clarkson Go,,1,2807007,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679832,13 S Glen Erin To Clarkson Go,,1,2807016,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679833,13 S Glen Erin To Clarkson Go,,1,2807019,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679834,13 S Glen Erin To Clarkson Go,,1,2807132,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679835,13 S Glen Erin To Clarkson Go,,1,2807017,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679836,13 S Glen Erin To Clarkson Go,,1,2807015,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679837,13 S Glen Erin To Clarkson Go,,1,2807016,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679838,13 S Glen Erin To Clarkson Go,,1,2807132,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679839,13 S Glen Erin To Clarkson Go,,1,2807017,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679840,13 S Glen Erin To Clarkson Go,,1,2807015,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679841,13 S Glen Erin To Clarkson Go,,1,2807132,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679842,13 S Glen Erin To Clarkson Go,,1,2807015,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679843,13 S Glen Erin To Clarkson Go,,1,2807132,130139,1,1
13,26AP27-CPBlock-Weekday-11,29679844,13 S Glen Erin To Clarkson Go,,1,2807015,130139,1,1
29,26AP27-CPBlock-Weekday-11,29679845,29 N Park Royal To South Common,,0,2807013,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679846,29 N Park Royal To South Common,,0,2807012,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679847,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679848,29 N Park Royal To South Common,,0,2807013,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679849,29 N Park Royal To South Common,,0,2807012,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679850,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679851,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679852,29 N Park Royal To South Common,,0,2807076,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679853,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679854,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679855,29 N Park Royal To South Common,,0,2807076,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679856,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679857,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679858,29 N Park Royal To South Common,,0,2807076,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679859,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679860,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679861,29 N Park Royal To South Common,,0,2807076,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679862,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679863,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679864,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679865,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679866,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679867,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679868,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679869,29 N Park Royal To South Common,,0,2807008,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679870,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679871,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679872,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679873,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679874,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679875,29 N Park Royal To South Common,,0,2807014,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679876,29 N Park Royal To South Common,,0,2807020,290118,1,1
29,26AP27-CPBlock-Weekday-11,29679877,29 N Park Royal To South Common,,0,2807012,290114,1,1
29,26AP27-CPBlock-Weekday-11,29679878,29 N Park Royal To South Common,,0,2807014,290114,1,1
29,26AP27-CPBlock-Weekday-11,29679879,29 S Park Royal To Clarkson Go,,1,2807012,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679880,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679881,29 S Park Royal To Clarkson Go,,1,2807013,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679882,29 S Park Royal To Clarkson Go,,1,2807012,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679883,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679884,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679885,29 S Park Royal To Clarkson Go,,1,2807076,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679886,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679887,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679888,29 S Park Royal To Clarkson Go,,1,2807076,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679889,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679890,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679891,29 S Park Royal To Clarkson Go,,1,2807076,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679892,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679893,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679894,29 S Park Royal To Clarkson Go,,1,2807076,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679895,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679896,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679897,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679898,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679899,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679900,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679901,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679902,29 S Park Royal To Clarkson Go,,1,2807008,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679903,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679904,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679905,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679906,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679907,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679908,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679909,29 S Park Royal To Clarkson Go,,1,2807020,290117,1,1
29,26AP27-CPBlock-Weekday-11,29679910,29 S Park Royal To Clarkson Go,,1,2807014,290117,1,1
36,26AP27-CPBlock-Weekday-11,29679911,36 S Ridgeway To South Common,,1,2806989,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679912,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679913,36 S Ridgeway To South Common,,1,2806989,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679914,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679915,36 S Ridgeway To South Common,,1,2807068,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679916,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679917,36 S Ridgeway To South Common,,1,2807068,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679918,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679919,36 S Ridgeway To South Common,,1,2807068,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679920,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679921,36 S Ridgeway To South Common,,1,2807068,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679922,36 S Ridgeway To South Common,,1,2806988,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679923,36 S Ridgeway To South Common,,1,2807068,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679924,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679925,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679926,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679927,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679928,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679929,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679930,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679931,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679932,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679933,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679934,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679935,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679936,36 S Ridgeway To South Common,,1,2806990,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679937,36 S Ridgeway To South Common,,1,2806991,360041,1,1
36,26AP27-CPBlock-Weekday-11,29679938,36 S Ridgeway To South Common,,1,2806990,360041,1,1
